,,,,,Population change (%),,,Net domestic migration (%),,,,
CBSA,NAME,State,2012 unemployment rate,2013 population,2000-2007,2007-2013,2012-2013,2000-2007,2008-2013 avg,2012-2013,Pop gain/loss,Domestic migration gain/loss
31340,Lynchburg, VA,6.7,256455,0.063197302,0.053700927,0.004488678,0.051773998,0.004406422,0.003258796,G,G
31420,Macon, GA,9.5,231259,0.034219626,0.005487028,-0.005978938,-0.003080216,-0.003524617,-0.008828713,L,L
31460,Madera, CA,13.6,152389,0.175266659,0.049344801,0.001011594,0.061821213,-0.004961104,-0.007652642,G,L
31540,Madison, WI,5,627431,0.100870162,0.130736528,0.01077907,0.035731008,0.004872848,0.004625125,G,G
31700,Manchester-Nashua, NH,5.5,403985,0.053142055,0.003113741,0.002242725,-0.005852373,-0.002470972,-0.001610098,G,L
31740,Manhattan, KS,5.1,98085,0.085996753,-0.171691325,-0.003191089,-0.061666009,0.00606854,-0.014044858,L,L
31860,Mankato-North Mankato, MN,4.8,98560,0.06885265,0.074094659,0.005632193,0.023191613,0.000605883,-0.000204065,G,L
31900,Mansfield, OH,8.3,121773,-0.021413542,-0.033846667,-0.006623975,-0.043487038,-0.007797503,-0.007504997,L,L
32580,McAllen-Edinburg-Mission, TX,11,815996,0.224039847,0.162616013,0.012433388,0.023345041,0.001272145,-0.003179999,G,L
32780,Medford, OR,10.8,208545,0.091024104,0.051420245,0.009844464,0.084340862,0.006292083,0.00836271,G,G
32820,Memphis, TN-MS-AR,11.2,1341746,0.068147904,0.039621574,0.000751078,0.002554067,-0.002841281,-0.004983073,G,L
32900,Merced, CA,17,263228,0.145958458,0.082872928,0.006100171,0.02763504,-0.005510561,-0.004108825,G,L
33100,Miami-Fort Lauderdale-West Palm Beach, FL,8.5,5828191,0.087424186,0.06642193,0.011262506,-0.035231563,0.003749107,0.007371494,G,G
33140,Michigan City-La Porte, IN,10,111281,0.001897275,0.008281461,0.000755416,-0.026026253,-0.000971433,-0.000863333,G,L
33220,Midland, MI,7.1,83919,-0.004795527,0.016017725,-0.000309727,-0.037207509,-0.00252073,-0.002739889,L,L
33260,Midland, TX,3.5,156780,0.091741928,0.243476468,0.032745094,0.020790219,0.019974584,0.022963065,G,G
33340,Milwaukee-Waukesha-West Allis, WI,7.4,1569659,0.028298515,0.016080211,0.002220049,-0.0458349,-0.002125837,-0.002190039,G,L
33460,Minneapolis-St. Paul-Bloomington, MN-WI,5.5,3459146,0.074650793,0.079567542,0.010731889,-0.006412295,0.001577133,0.003711997,G,G
33540,Missoula, MT,5.9,111807,0.100665488,0.056267773,0.006336463,0.063814079,0.004546837,0.001971144,G,G
33660,Mobile, AL,8.4,414079,0.012930528,0.021826895,0.00118233,-0.02767078,-0.001600802,-0.0022752,G,L
33700,Modesto, CA,15.2,525491,0.126103509,0.037676907,0.007749545,0.040366732,-0.00418168,-0.000552306,G,L
33740,Monroe, LA,7,178564,0.014966803,0.034625814,0.004551208,-0.025975783,-0.001415045,-0.000253157,G,L
33780,Monroe, MI,8,150376,0.047455127,-0.019457486,-0.003624365,0.023870994,-0.005753918,-0.005419982,L,L
33860,Montgomery, AL,7.5,373510,0.053610642,0.021621696,-0.006149204,0.017017193,-0.005447441,-0.009916955,L,L
34060,Morgantown, WV,5.3,136133,0.060589981,0.154383644,0.012389657,0.032125191,0.008735585,0.008611778,G,G
34100,Morristown, TN,9.6,115197,0.092381276,-0.146556131,0.002515056,0.056302807,0.003467822,0.001592578,G,G
34580,Mount Vernon-Anacortes, WA,9.2,118837,0.123566079,0.022157043,0.006615505,0.077294032,0.004049683,0.003540693,G,G
34620,Muncie, IN,9.5,117484,-0.028972569,0.019003756,0.000519489,-0.041892313,-0.002168791,-0.000485424,G,L
34740,Muskegon, MI,8.8,171008,0.022136845,-0.018656138,0.005267118,-0.009156231,-0.005571442,0.002233822,G,G
34820,Myrtle Beach-Conway-North Myrtle Beach, SC-NC,10.2,404951,0.266347687,0.613967892,0.027218235,0.232996184,0.021401992,0.027819421,G,G
34900,Napa, CA,7.8,140326,0.059448392,0.06348665,0.010150019,0.001838693,0.004105274,0.006867459,G,G
34940,Naples-Immokalee-Marco Island, FL,8.5,339642,0.233766285,0.083515439,0.021393687,0.153776518,0.008881082,0.022079344,G,G
34980,Nashville-Davidson--Murfreesboro--Franklin, TN,6.6,1757912,0.157364259,0.152789655,0.018041313,0.073411102,0.009707488,0.012415166,G,G
35100,New Bern, NC,9.8,127657,0.035314174,0.072495547,-0.007240178,-0.020370886,-0.001810422,-0.012388403,L,L
35300,New Haven-Milford, CT,8.7,862287,0.022578401,0.022128473,-0.001525005,-0.016837739,-0.002951583,-0.00285316,L,L
35380,New Orleans-Metairie, LA,6.5,1240977,-0.156733424,0.118586823,0.010850759,-0.248460797,0.011083694,0.006966121,G,G
35620,New York-Newark-Jersey City, NY-NJ-PA,8.8,19949502,0.0298824,0.055464036,0.005633148,-0.09179527,-0.002321333,0.000906302,G,G
35660,Niles-Benton Harbor, MI,9,155252,-0.016425109,-0.02898315,-0.004450258,-0.050905534,-0.004875494,-0.006444538,L,L
35840,North Port-Sarasota-Bradenton, FL,8.6,732535,0.152125095,0.072732944,0.017524194,0.163257146,0.011220402,0.020560646,G,G
35980,Norwich-New London, CT,8.6,274150,0.018900125,0.036558392,-0.001398734,0.002977945,-0.001778614,-0.003019662,L,L
36100,Ocala, FL,10,337362,0.241070365,0.04436093,0.006579006,0.26344968,0.009870035,0.008270751,G,G
36140,Ocean City, NJ,13.4,95897,-0.054805634,-0.008304033,-0.005372608,-0.033047592,-0.001365018,-0.001732096,L,L
36220,Odessa, TX,4.2,149378,0.067854332,0.159101138,0.032978584,-0.012967643,0.015680598,0.023027612,G,G
36260,Ogden-Clearfield, UT,5.9,621580,0.162958501,0.20142258,0.015029982,0.030030975,0.002486392,0.002780971,G,G
36420,Oklahoma City, OK,4.8,1319677,0.085046189,0.107814184,0.017172847,0.024370738,0.008138956,0.01063437,G,G
36500,Olympia-Tumwater, WA,7.8,262388,0.146002957,0.099159256,0.014440196,0.110645979,0.012478042,0.009661593,G,G
36540,Omaha-Council Bluffs, NE-IA,4.5,895151,0.078097351,0.07955783,0.010932035,0.005637634,0.002149425,0.00334963,G,G
36740,Orlando-Kissimmee-Sanford, FL,8.4,2267846,0.228171785,0.114487453,0.019964416,0.141114233,0.008370641,0.014410449,G,G
36780,Oshkosh-Neenah, WI,6.4,169541,0.027934455,0.049984517,0.005044757,0.003628678,0.001790748,0.001701346,G,G
36980,Owensboro, KY,6.8,116401,0.020553424,0.036822931,0.004192727,-0.009290402,0.001496463,0.000647026,G,G
37100,Oxnard-Thousand Oaks-Ventura, CA,9,839620,0.044032915,0.063252924,0.006258404,-0.040538575,-0.002166278,-0.000486578,G,L
37340,Palm Bay-Melbourne-Titusville, FL,9.2,550823,0.118626435,0.030718161,0.006692728,0.125324709,0.003980928,0.007836816,G,G
37460,Panama City, FL,8.3,190816,0.101458269,0.168499694,0.016341053,0.074248944,0.00365257,0.01285766,G,G
37620,Parkersburg-Vienna, WV,6.9,92470,-0.021393431,-0.425384496,-0.000281093,-0.02170965,-0.000284143,2.16E-05,L,G
37860,Pensacola-Ferry Pass-Brent, FL,8.1,466913,0.089943389,0.0368172,0.010218741,0.069866956,0.004473702,0.006971159,G,G
37900,Peoria, IL,7.9,382114,0.012037578,0.029915233,0.00396474,-0.014814431,0.000623674,0.001347854,G,G
37980,Philadelphia-Camden-Wilmington, PA-NJ-DE-MD,8.6,6034678,0.038537222,0.020633628,0.002515976,-0.01553482,-0.000936865,-0.000826808,G,L
38060,Phoenix-Mesa-Scottsdale, AZ,7.3,4398762,0.273567167,0.053445557,0.01643624,0.149627241,0.007602772,0.009347144,G,G
38220,Pine Bluff, AR,9.2,95815,-0.050290947,-0.059189144,-0.016000329,-0.077371405,-0.013814489,-0.015517649,L,L
38300,Pittsburgh, PA,7.2,2360867,-0.029592968,0.001580729,-5.17E-05,-0.023199863,0.001221532,0.001426521,L,G
38340,Pittsfield, MA,7,129585,-0.033890509,-0.004868721,-0.004111589,-0.02584819,-0.002701408,-0.00232862,L,L
38540,Pocatello, ID,7.1,83249,0.056618292,-0.052696859,-0.005186239,-0.063122964,-0.004438788,-0.01347944,L,L
38860,Portland-South Portland, ME,5.9,519900,0.049926537,0.011890049,0.003718333,0.031526957,0.001633137,0.002434485,G,G
38900,Portland-Vancouver-Hillsboro, OR-WA,7.7,2314554,0.117487764,0.0697812,0.011147041,0.044577059,0.007181565,0.005758314,G,G
38940,Port St. Lucie, FL,10.3,438095,0.245585524,0.09708609,0.013001998,0.23537008,0.008044703,0.013929225,G,G
39140,Prescott, AZ,8.6,215133,0.255308314,0.014759155,0.012247683,0.263153843,0.010177993,0.01563544,G,G
39300,Providence-Warwick, RI-MA,10.3,1604291,0.008036583,0.002997819,0.001955457,-0.023016315,-0.002656541,0.000525869,G,G
39340,Provo-Orem, UT,5.5,562239,0.375169444,0.076152305,0.021825418,0.052461183,0.004378258,0.003676644,G,G
39380,Pueblo, CO,10.7,161451,0.088191541,0.046019385,0.002975673,0.058439498,0.003636768,0.00085108,G,G
39460,Punta Gorda, FL,8.8,164736,0.105373789,0.047705663,0.013117839,0.131286644,0.010133449,0.021008222,G,G
39540,Racine, WI,8.5,195041,0.056150822,-0.022855368,0.001669098,-0.013206978,-0.004588283,-0.002341872,G,L
39580,Raleigh, NC,7.7,1214516,0.300129532,0.161248376,0.021886338,0.17822549,0.017702495,0.014044547,G,G
39660,Rapid City, SD,4.5,141431,0.067172236,0.172737751,0.019094833,0.00653936,0.008723389,0.012544945,G,G
39740,Reading, PA,8,413521,0.074642009,0.02744263,0.001387584,0.04250496,-0.00105829,-0.001356103,G,L
39820,Redding, CA,13.4,178980,0.09495549,-0.00197397,0.003431109,0.087042532,0.002260635,0.002567725,G,G
39900,Reno, NV,10.9,437673,0.190854041,0.065893682,0.01075013,0.108463261,0.002645483,0.00636925,G,G
40060,Richmond, VA,6.4,1245764,0.102054543,0.027454564,0.010389682,0.061365429,0.00485496,0.006195689,G,G
40140,Riverside-San Bernardino-Ontario, CA,12.1,4380878,0.235336886,0.081988672,0.008876797,0.146615275,0.001153762,0.000907347,G,G
40220,Roanoke, VA,6.1,311835,0.029365379,0.050037882,0.00454216,0.02077968,0.003101559,0.003984859,G,G
40340,Rochester, MN,4.7,211853,0.099411897,0.17192833,0.010300773,0.014194749,0.000606847,0.002746873,G,G
40380,Rochester, NY,8.1,1083278,-0.009706268,0.050212073,0.000834276,-0.035725978,-0.001832416,-0.00157524,G,L
40420,Rockford, IL,11.4,344623,0.092582902,-0.017510299,-0.003124069,0.029996075,-0.006145327,-0.006502692,L,L
40580,Rocky Mount, NC,13,150667,0.017295257,0.035376824,-0.003874303,-0.009381663,-0.003671623,-0.005487494,L,L
40660,Rome, GA,10,95821,0.047417163,0.007401411,-0.001812594,0.009106826,-0.002537545,-0.00421897,L,L
40900,Sacramento--Roseville--Arden-Arcade, CA,10.4,2215770,0.147462291,0.067779727,0.00995612,0.074215264,0.003146604,0.004284555,G,G
40980,Saginaw, MI,8.6,196542,-0.037750499,-0.027048702,-0.008135087,-0.059557664,-0.007794152,-0.009548129,L,L
41060,St. Cloud, MN,5.6,191306,0.107292689,0.02811232,0.004310051,0.020077955,-0.002237022,-0.002220647,G,L
41100,St. George, UT,7,147800,0.44974577,0.117174863,0.021734321,0.352985009,0.011238749,0.015118626,G,G
41140,St. Joseph, MO-KS,6.1,127767,0.014277993,0.01614481,-0.000883641,-0.01491526,-0.000455079,-0.003651861,L,L
41180,St. Louis, MO-IL,9,2801056,0.038766909,-0.001892838,0.00162703,-0.013213115,-0.001953655,-0.001704985,G,L
41420,Salem, OR,9.3,400408,0.105803195,0.039845221,0.006738273,0.029610421,0.00322145,0.001445712,G,G
41500,Salinas, CA,11.4,428826,-0.002354459,0.066423619,0.006463696,-0.138873383,-0.003985594,-0.003940649,G,L
41540,Salisbury, MD-DE,8.9,385438,0.091082477,2.223723058,0.009880341,0.061296563,0.004802374,0.009736236,G,G
41620,Salt Lake City, UT,5.5,1140483,0.123313247,0.043830554,0.014716049,-0.034082042,0.00198674,0.003371167,G,G
41660,San Angelo, TX,5.3,116566,0.022993611,0.076871911,0.012991979,-0.018636828,0.005714269,0.008221011,G,G
41700,San Antonio-New Braunfels, TX,6.5,2277550,0.154429052,0.147515627,0.019268792,0.078031737,0.010924691,0.011573537,G,G
41740,San Diego-Carlsbad, CA,8.9,3211252,0.053334405,0.079174474,0.011055565,-0.040074521,0.002127956,0.003339905,G,G
41860,San Francisco-Oakland-Hayward, CA,8.1,4516276,0.015840807,0.074744431,0.013945843,-0.086562148,0.005435674,0.009043907,G,G
41940,San Jose-Sunnyvale-Santa Clara, CA,8.6,1919641,0.022281825,0.079400843,0.014130215,-0.133281101,0.002854629,0.006723567,G,G
42020,San Luis Obispo-Paso Robles-Arroyo Grande, CA,8.1,276443,0.055785507,0.056311281,0.006630933,0.035053534,0.005666141,0.004194857,G,G
42100,Santa Cruz-Watsonville, CA,11.1,269419,-0.022311343,0.077133125,0.010922749,-0.102136542,0.001186575,0.00480661,G,G
42140,Santa Fe, NM,5.5,147423,0.104197474,0.028276685,0.006602666,0.027857363,0.003754961,0.003188671,G,G
42200,Santa Maria-Santa Barbara, CA,8,435697,0.001788466,0.087885363,0.012246007,-0.085173494,-0.000490008,0.005157681,G,G
42220,Santa Rosa, CA,8.6,495025,0.002200208,0.072820226,0.009027795,-0.050465779,0.003576475,0.006416685,G,G
42340,Savannah, GA,8.3,366047,0.122076631,0.110855856,0.009949206,0.068236921,0.010231814,0.00278666,G,G
42540,Scranton--Wilkes-Barre--Hazleton, PA,9.4,562037,-0.018452756,0.023351638,-0.003558233,0.004344664,0.001438599,-0.001310181,L,L
42660,Seattle-Tacoma-Bellevue, WA,7.4,3610105,0.08353517,0.091536754,0.016189311,0.002647116,0.007187339,0.00984352,G,G
42680,Sebastian-Vero Beach, FL,10.6,141994,0.17153642,0.068934107,0.010144556,0.179676683,0.009797189,0.014292015,G,G
42700,Sebring, FL,9.3,97616,0.127049321,-0.009095339,-0.002951841,0.144439233,0.002704526,0.0014606,L,G
43100,Sheboygan, WI,6.6,114922,0.012160508,0.007089464,-0.000443582,-0.009446347,-0.003638998,-0.002504936,L,L
43300,Sherman-Denison, TX,7.2,122353,0.064850937,0.035214187,0.005539165,0.038705144,0.002286238,0.003196936,G,G
43340,Shreveport-Bossier City, LA,6.4,446471,0.030667833,0.15170174,-0.003675371,-0.002180115,-0.000574755,-0.007799285,L,L
43420,Sierra Vista-Douglas, AZ,8.2,129473,0.082251669,0.013598359,-0.017170835,0.037304707,-0.00486589,-0.020746195,L,L
43580,Sioux City, IA-NE-SD,5.3,168714,-0.00739135,0.188562009,-0.000237031,-0.077437852,-0.004225548,-0.006287258,L,L
43620,Sioux Falls, SD,4.1,243513,0.210343839,0.068222196,0.024675046,0.098314786,0.01149358,0.015076857,G,G
43780,South Bend-Mishawaka, IN-MI,9.7,318619,-0.000104108,0.005284845,0.000128697,-0.043564675,-0.004770542,-0.002853304,G,L
43900,Spartanburg, SC,9,318999,0.087678545,0.152765381,0.006763325,0.05332956,0.00689628,0.004361603,G,G
44060,Spokane-Spokane Valley, WA,8.6,535724,0.089204109,0.174351746,0.006001562,0.049101536,0.003774636,0.002659015,G,G
44100,Springfield, IL,7.5,211752,0.023697082,0.026114177,-0.001042586,-0.009147461,-0.000137626,-0.003594797,L,L
44140,Springfield, MA,7.9,626915,0.020974263,-0.097606967,0.001800929,-0.024433723,-0.001205731,0.00044424,G,G
44180,Springfield, MO,6.1,448744,0.135774457,0.068486432,0.009338899,0.10612129,0.005528549,0.00521152,G,G
44220,Springfield, OH,7.3,136167,-0.030927479,-0.028675983,-0.001964305,-0.035717989,-0.005657682,-0.001942317,L,L
44300,State College, PA,5.9,155403,0.060023542,0.078520914,0.001953578,0.015427058,0.000117212,-0.000283688,G,L
44420,Staunton-Waynesboro, VA,5.9,119525,0.070713082,0.022114094,0.007357651,0.05602659,0.002680545,0.006245154,G,G
44700,Stockton-Lodi, CA,15.2,704379,0.171273734,0.058824856,0.004603859,0.074787664,-0.002299512,-0.00375668,G,L
44940,Sumter, SC,10.3,108123,-0.004127849,0.037419763,-3.70E-05,-0.049467297,-0.00395425,-0.005114356,L,L
45060,Syracuse, NY,8.6,661934,-0.008279254,0.027150831,0.001494827,-0.039137172,-0.003447578,-0.001441873,G,L
45220,Tallahassee, FL,7.4,373255,0.100120732,0.055740663,-0.005690067,0.047574151,0.000190776,-0.010061509,L,L
45300,Tampa-St. Petersburg-Clearwater, FL,8.8,2870569,0.127668114,0.058773129,0.008924222,0.108314655,0.006059729,0.007743277,G,G
45460,Terre Haute, IN,10.3,172195,-0.004847406,0.013001147,-0.002277099,-0.016134603,-0.001464416,-0.003934225,L,L
45500,Texarkana, TX-AR,6.7,149619,0.036890524,0.112698472,0.000381113,0.015191123,0.001362857,-0.001671548,G,L
45540,The Villages, FL,7.4,107056,0.35771371,0.472349438,0.052168102,0.383836875,0.046487212,0.076365137,G,G
45780,Toledo, OH,7.9,608145,0.024463612,-0.099512698,-0.000552195,-0.043223548,-0.0051853,-0.003124173,L,L
45820,Topeka, KS,6.3,234203,0.016970641,0.024442841,-0.001981523,-0.014092527,-0.002344615,-0.005437469,L,L
45940,Trenton, NJ,7.8,370414,0.03368121,0.019295436,0.004289216,-0.033214719,-0.003443562,0.000751019,G,G
46060,Tucson, AZ,7.3,996554,0.174505993,-3.91E-05,0.004190872,0.080921981,0.002857629,0.000779931,G,G
46140,Tulsa, OK,5.6,961561,0.051440207,0.061702945,0.009906221,-0.000715141,0.004097812,0.005380573,G,G
46220,Tuscaloosa, AL,6.9,235628,0.065989402,0.142776773,0.009351239,0.029355047,0.004266041,0.005894322,G,G
46340,Tyler, TX,7,216080,0.128307692,0.09121393,0.006816795,0.06988604,0.005385699,0.001034401,G,G
46520,Urban Honolulu, HI,5.2,983429,0.027008403,0.094285603,0.008655473,-0.045392264,-0.00042124,0.002579514,G,G
46540,Utica-Rome, NY,8.7,297766,-0.020195172,0.014946435,-0.002041056,-0.031079258,-0.002489294,-0.002382907,L,L
46660,Valdosta, GA,8.6,142897,0.087589046,0.097274801,-0.01164745,0.033004568,0.004213906,-0.019449305,L,L
46700,Vallejo-Fairfield, CA,10.1,424788,0.022721891,0.046291325,0.010593931,-0.044040668,-0.001425646,0.005041217,G,G
47020,Victoria, TX,5.7,97493,0.016139722,-0.140667419,0.008503067,-0.040519481,0.003972836,0.003496395,G,G
47220,Vineland-Bridgeton, NJ,14.1,157332,0.061764666,0.012419403,-0.003704478,0.009032399,-0.003677356,-0.007896553,L,L
47260,Virginia Beach-Norfolk-Newport News, VA-NC,6.9,1707369,0.057739022,0.021375454,0.005274934,0.002884104,-0.003094079,-0.000519898,G,L
47300,Visalia-Porterville, CA,15.8,454143,0.12902167,0.091194145,0.006872959,0.003043719,-0.002567411,-0.004281188,G,L
47380,Waco, TX,6.5,258974,0.066083431,0.134651531,0.007100969,0.006501847,0.001463777,0.001641078,G,G
47460,Walla Walla, WA,7.2,63562,0.041320369,0.105253091,0.002586832,0.004363808,0.00303879,0.000552068,G,G
47580,Warner Robins, GA,7.6,186214,0.180165037,0.418330274,0.004818666,0.119957213,0.005627774,-0.001187129,G,L
47900,Washington-Arlington-Alexandria, DC-VA-MD-WV,5.6,5949859,0.102053274,0.119861104,0.014885049,-0.0205315,0.004876803,0.007055921,G,G
47940,Waterloo-Cedar Falls, IA,5.1,169484,-0.007411345,0.043267366,0.005624911,-0.040728792,0.000374605,0.001940238,G,G
48060,Watertown-Fort Drum, NY,10.1,119504,0.057967245,0.013114949,-0.011881827,-0.057743018,-0.002417161,-0.023259275,L,L
48140,Wausau, WI,7.2,135416,0.032468925,0.041717631,0.00545734,-0.003979191,-0.000222793,0.000660821,G,G
48260,Weirton-Steubenville, WV-OH,9.9,121992,-0.070780592,-0.002534709,-0.004780629,-0.043595861,-0.00155844,-0.000261058,L,L
48300,Wenatchee, WA,7.7,113438,0.076676159,0.060178133,0.004569526,0.011692611,0.00326013,-0.000212536,G,L
48540,Wheeling, WV-OH,7.4,145757,-0.0450965,-0.001370267,-0.004099565,-0.030788355,-0.001800147,-0.000614935,L,L
48620,Wichita, KS,6.8,637394,0.040725817,0.07063503,0.002951923,-0.022463268,-6.44E-05,-0.003458596,G,L
48660,Wichita Falls, TX,6.1,151201,-0.02207357,0.019988127,0.0030649,-0.049629248,-0.005627662,-0.000258725,G,L
48700,Williamsport, PA,7.8,116754,-0.026000984,-0.000718944,-0.004798963,-0.029368857,0.000571206,-0.004892727,L,L
48900,Wilmington, NC,9.8,268601,0.230905604,-0.208873193,0.019927626,0.203043937,0.014593248,0.016646858,G,G
49020,Winchester, VA-WV,5.7,131980,0.16963096,0.089537207,0.008004155,0.125263117,0.004678966,0.005094247,G,G
49180,Winston-Salem, NC,8.9,650820,0.114743761,0.378864696,0.005560697,0.037438624,0.003083243,0.002540091,G,G
49340,Worcester, MA-CT,7.4,926710,0.057580605,0.164173442,0.003771549,-0.00931068,-0.001122634,0.001069075,G,G
49420,Yakima, WA,9.8,247044,0.04307217,0.06352459,0.002528194,-0.065160578,-0.003567582,-0.006955576,G,L
49620,York-Hanover, PA,7.7,438965,0.101476424,0.041215497,0.003552723,0.073235985,0.001304468,0.000752153,G,G
49660,Youngstown-Warren-Boardman, OH-PA,8,555506,-0.051523571,-0.027381838,-0.005351883,-0.047220806,-0.004504838,-0.002696533,L,L
49700,Yuba City, CA,17.3,168690,0.169999211,0.033671375,0.006335457,0.077371436,-0.005929174,-0.002153578,G,L
49740,Yuma, AZ,27.5,201201,0.177414035,0.063537036,-0.002637149,0.057034386,0.001235911,-0.012214164,L,L
